raw_time,name,text,time,time_difference,actual_time,debate
51:40,Lester Holt,"All right Mayor, thank you.",0 days 00:51:40.000000000,0 days 00:00:00.000000000,0 days 00:51:41.000000000,first_2
51:40,Pete Buttigieg,"If we disinvest in our own infrastructure, education, we are never going to be able to compete. And if we really want to be an alternative, a democratic alternative, we actually have to demonstrate that we care about democratic values at home and around the world.",0 days 00:51:40.000000000,0 days 00:00:13.000000000,0 days 00:51:41.000000000,first_2
51:53,Lester Holt,Thank you for your input.,0 days 00:51:53.000000000,0 days 00:00:03.000000000,0 days 00:51:54.000000000,first_2
51:56,Savannah G.,"We’ve got a good debate so far. We’re going to take a quick break here, candidates. When we come back, the questioning continues with our colleagues. Chuck Todd, Rachel Maddow will be here. Much more with our candidates, straight ahead.",0 days 00:51:56.000000000,0 days 00:00:00.000000000,0 days 00:51:57.000000000,first_2
00:00,Chuck Todd,"For this first debate. We’ve heard from 10 of them from last night. We’re hearing from 10 more tonight. Breakdown for each night was selected at random. Candidates will have 60 seconds to answer direct questions, 30 seconds for followups if necessary.",0 days 00:00:00.000000000,0 days 00:00:12.000000000,0 days 00:51:57.000000000,first_2
00:12,Rachel Maddow,Because of this large field of candidates not every person will be able to comment on everything but the less audience reaction there is the more time they will all get.,0 days 00:00:12.000000000,0 days 00:00:08.000000000,0 days 00:52:09.000000000,first_2
00:20,Rachel Maddow,"Over the course of the next hour we will hear from all of these candidates but we are going to begin this hour with Mayor Buttigieg. In the last five years, civil rights activists in our country have led a national debate over race and the criminal justice system.",0 days 00:00:20.000000000,0 days 00:00:17.000000000,0 days 00:52:17.000000000,first_2
00:37,Rachel Maddow,"Your community of South Bend, Indiana has recently been in uproar over an officer-involved shooting. The police force in South Bend is now 6% black in a city that is 26% black. Why has that not improved over your two terms as mayor?",0 days 00:00:37.000000000,0 days 00:00:15.000000000,0 days 00:52:34.000000000,first_2
00:52,Pete Buttigieg,Because I couldn’t get it done. My community is in anguish right now because of an officer-involved shooting. A black man Eric Logan killed by a white officer. I’m not allowed to take sides until the investigation comes back. The officer says he was attacked with a knife but he didn’t have his body camera on. It’s a mess. We’re hurting.,0 days 00:00:52.000000000,0 days 00:00:21.000000000,0 days 00:52:49.000000000,first_2
01:13,Pete Buttigieg,"I could walk you through all of the things we have done as a community, all of the steps that we took from bias training to deescalation but it didn’t save the life of Eric Logan. When I look into his mother’s eyes I have to face the fact that nothing that I say will bring him back.",0 days 00:01:13.000000000,0 days 00:00:20.000000000,0 days 00:53:10.000000000,first_2
01:33,Pete Buttigieg,"This is an issue that is facing our community and so many communities around the country. Until we move policing out from the shadow of systemic racism, whatever this particular incident teaches us, we will be left with the bigger problem of the fact that there’s a wall of mistrust put up one racist act at a time. Not just from what’s happened in the past but from what’s happening around the country in the present.",0 days 00:01:33.000000000,0 days 00:00:23.000000000,0 days 00:53:30.000000000,first_2
01:56,Pete Buttigieg,"It threatens the wellbeing of every community. I am determined to bring about a day when a white person driving a vehicle and a black person driving a vehicle, when they see a police officer approaching feels the exact same thing. A feeling not of fear but of safety.",0 days 00:01:56.000000000,0 days 00:00:16.000000000,0 days 00:53:53.000000000,first_2
02:12,Rachel Maddow,That’s time.,0 days 00:02:12.000000000,0 days 00:00:00.000000000,0 days 00:54:09.000000000,first_2
02:12,Pete Buttigieg,I am determined to bring that day about.,0 days 00:02:12.000000000,0 days 00:00:02.000000000,0 days 00:54:09.000000000,first_2
02:14,Rachel Maddow,"Thank you, Mr. Mayor.",0 days 00:02:14.000000000,0 days 00:00:05.000000000,0 days 00:54:11.000000000,first_2
02:19,John Hickenloop,Mayor Buttigieg. [crosstalk 00:02:19]. If I could ask one question just because I think …,0 days 00:02:19.000000000,0 days 00:00:02.000000000,0 days 00:54:16.000000000,first_2
02:21,Rachel Maddow,"Governor, I’ll give you 30 seconds.",0 days 00:02:21.000000000,0 days 00:00:01.000000000,0 days 00:54:18.000000000,first_2
02:22,John Hickenloop,"I think that the question they’re asking in South Bend, I think it’s seen across the country as why has it taken so long? We had a shooting when I first became mayor 10 years before Ferguson and the community came together and we created an office of the independent moderates, a civilian oversight commission. We diversified the police force in two years. We actually did deescalation training.",0 days 00:02:22.000000000,0 days 00:00:20.000000000,0 days 00:54:19.000000000,first_2
02:42,John Hickenloop,I think the real question that America should be asking is why five years after Ferguson every city doesn’t have this level of police accountability?,0 days 00:02:42.000000000,0 days 00:00:08.000000000,0 days 00:54:39.000000000,first_2
02:50,Rachel Maddow,"Governor Hickenlooper, thank you.",0 days 00:02:50.000000000,0 days 00:00:02.000000000,0 days 00:54:47.000000000,first_2
02:52,Pete Buttigieg,"I’ve got to respond to that. Look, we’ve taken so many steps towards police accountability. The FOP just denounced me for too much accountability. We’re obviously not there yet. I accept responsibility for that because I am in charge.",0 days 00:02:52.000000000,0 days 00:00:12.000000000,0 days 00:54:49.000000000,first_2
03:04,John Hickenloop,crosstalk 00:03:04] camera wasn’t on and that was a policy and you should fire the chief.,0 days 00:03:04.000000000,0 days 00:00:03.000000000,0 days 00:55:01.000000000,first_2
03:07,Pete Buttigieg,"Under Indiana law, this will be investigated and there will be accountability for the officer involved.",0 days 00:03:07.000000000,0 days 00:00:05.000000000,0 days 00:55:04.000000000,first_2
03:12,John Hickenloop,But you’re the mayor. You should fire the chief. If that’s the policy and someone died.,0 days 00:03:12.000000000,0 days 00:00:03.000000000,0 days 00:55:09.000000000,first_2
03:15,Marianne Williamson,"All of these issues are extremely important but there are specifics. There are symptoms. The underlying cause has to do with deep, deep, deep realms of racial injustice both in our criminal justice system and in our economic system.",0 days 00:03:15.000000000,0 days 00:00:13.000000000,0 days 00:55:12.000000000,first_2
03:28,Marianne Williamson,The Democratic party should be on the side of reparations for slavery for this very reason. I do not believe that the average American is a racist but the average American is woefully undereducated about the history of race in the United States.,0 days 00:03:28.000000000,0 days 00:00:15.000000000,0 days 00:55:25.000000000,first_2
03:43,Rachel Maddow,"Ms. Williamson, thank you very much [crosstalk 00:03:45].",0 days 00:03:43.000000000,0 days 00:00:01.000000000,0 days 00:55:40.000000000,first_2
03:44,Chuck Todd,"Vice President Biden, we’re going to get to you. Hang on. We’re going to get [crosstalk 00:03:48].",0 days 00:03:44.000000000,0 days 00:00:04.000000000,0 days 00:55:41.000000000,first_2
03:48,Kamala Harris,crosstalk 00:03:48] stage I would like to speak on the issue of race.,0 days 00:03:48.000000000,0 days 00:00:02.000000000,0 days 00:55:45.000000000,first_2
03:50,Rachel Maddow,Senator Harris [crosstalk 00:03:55].,0 days 00:03:50.000000000,0 days 00:00:05.000000000,0 days 00:55:47.000000000,first_2
03:55,Kamala Harris,What I will say is that I [crosstalk 00:03:57].,0 days 00:03:55.000000000,0 days 00:00:02.000000000,0 days 00:55:52.000000000,first_2
03:57,Rachel Maddow,"Preface this, we will give you 30 seconds. We’re going to come back to you on this again in just a moment. Go for 30 seconds.",0 days 00:03:57.000000000,0 days 00:00:05.000000000,0 days 00:55:54.000000000,first_2
04:02,Kamala Harris,"Okay. On the issue of race I couldn’t agree more that this is an issue that is still not being talked about truthfully and honestly. There is not a black man I know, be he a relative, a friend, or a coworker who has not been the subject of some form of profiling or discrimination.",0 days 00:04:02.000000000,0 days 00:00:19.000000000,0 days 00:55:59.000000000,first_2
04:21,Kamala Harris,Growing up my sister and I had to deal with the neighbor who told us her parents said couldn’t play with us because we were black.,0 days 00:04:21.000000000,0 days 00:00:08.000000000,0 days 00:56:18.000000000,first_2
04:29,Kamala Harris,I will say also that in this campaign we’ve also heard … I’m going to now direct this at Vice President Biden. I do not believe you are a racist. I agree with you when you commit yourself to the importance of finding common ground.,0 days 00:04:29.000000000,0 days 00:00:18.000000000,0 days 00:56:26.000000000,first_2
04:47,Kamala Harris,I also believe … It’s personal. It was actually hurtful to hear you talk about the reputations of two United States senators who built their reputations and career on the segregation of race in this country.,0 days 00:04:47.000000000,0 days 00:00:19.000000000,0 days 00:56:44.000000000,first_2
05:06,Kamala Harris,It was not only that but you also worked with them to oppose busing. There was a little girl in California who was part of the second class to integrate her public schools. She was bused to school every day. That little girl was me.,0 days 00:05:06.000000000,0 days 00:00:22.000000000,0 days 00:57:03.000000000,first_2
05:28,Kamala Harris,"I will tell you that on this subject it cannot be an intellectual debate among Democrats. We have to take it seriously. We have to act swiftly. As Attorney General of California, I was very proud to put in place a requirement that all my special agents would wear body cameras and keep those cameras on.",0 days 00:05:28.000000000,0 days 00:00:19.000000000,0 days 00:57:25.000000000,first_2
05:47,Rachel Maddow,"Senator Harris, thank you. Vice President Biden, you have been invoked. We are going to [crosstalk 00:05:53] chance to respond. Vice President Biden.",0 days 00:05:47.000000000,0 days 00:00:16.000000000,0 days 00:57:44.000000000,first_2
06:03,Joe Biden,"It’s a mischaracterization of my position across the board. I do not praise racists. That is not true. Number one. Number two, if we want to have this campaign litigated on who supports civil rights and whether I did or not I’m happy to do that.",0 days 00:06:03.000000000,0 days 00:00:14.000000000,0 days 00:58:00.000000000,first_2
06:17,Joe Biden,"I was a public defender. I didn’t become a prosecutor. I came out and I left a good law firm to become a public defender when, in fact, my city was in flames because of the assassination of Dr. King. Number one.",0 days 00:06:17.000000000,0 days 00:00:15.000000000,0 days 00:58:14.000000000,first_2
06:32,Joe Biden,"Now number two as the Vice President of the United States I work with a man who, in fact, we worked very hard to see to it we dealt with these issues in a major, major way.",0 days 00:06:32.000000000,0 days 00:00:12.000000000,0 days 00:58:29.000000000,first_2
06:44,Joe Biden,The fact is in terms of busing the busing I never … You would have been able to go to school the same exact way because it was a local decision made by your city council. That’s fine. That’s one of the things I argued for that we should be breaking down these lines.,0 days 00:06:44.000000000,0 days 00:00:16.000000000,0 days 00:58:41.000000000,first_2
07:00,Joe Biden,"The bottom line here is, look, everything I’ve done in my career … I ran because of civil rights. I continue to think we have to make fundamental changes in civil rights. Those civil rights, by the way, include not just only African-Americans but the LGBT community.",0 days 00:07:00.000000000,0 days 00:00:15.000000000,0 days 00:58:57.000000000,first_2
07:15,Kamala Harris,"Vice President Biden, do you agree today, do you agree today, that you were wrong to oppose busing in America then?",0 days 00:07:15.000000000,0 days 00:00:09.000000000,0 days 00:59:12.000000000,first_2
07:24,Joe Biden,No.,0 days 00:07:24.000000000,0 days 00:00:00.000000000,0 days 00:59:21.000000000,first_2
07:24,Kamala Harris,Do you agree?,0 days 00:07:24.000000000,0 days 00:00:01.000000000,0 days 00:59:21.000000000,first_2
07:25,Joe Biden,I did not oppose busing in America. What I opposed is busing ordered by the Department of Education. That’s what I opposed. I did not oppose …,0 days 00:07:25.000000000,0 days 00:00:09.000000000,0 days 00:59:22.000000000,first_2
07:34,Kamala Harris,"Well, there was a failure of states to integrate public schools in America. I was part of the second class to integrate Berkeley, California public schools almost two decades after Brown v. Board of Education.",0 days 00:07:34.000000000,0 days 00:00:12.000000000,0 days 00:59:31.000000000,first_2
07:46,Joe Biden,Because your city council made that decision. It was a local decision.,0 days 00:07:46.000000000,0 days 00:00:03.000000000,0 days 00:59:43.000000000,first_2
07:49,Kamala Harris,That’s where the federal government must step in.,0 days 00:07:49.000000000,0 days 00:00:06.000000000,0 days 00:59:46.000000000,first_2
07:55,Joe Biden,crosstalk 00:07:55].,0 days 00:07:55.000000000,0 days 00:00:00.000000000,0 days 00:59:52.000000000,first_2
07:55,Kamala Harris,That’s why we have the Voting Rights Act and the Civil Rights Act. That’s why we need to pass the Equality Act. That’s why we need to pass the ERA because there are moments in history where states fail to preserve the civil rights of all people.,0 days 00:07:55.000000000,0 days 00:00:10.000000000,0 days 00:59:52.000000000,first_2
08:05,Joe Biden,I have supported the ERA from the very beginning when I ran [crosstalk 00:08:09].,0 days 00:08:05.000000000,0 days 00:00:03.000000000,0 days 01:00:02.000000000,first_2
08:08,Chuck Todd,"Okay. Vice President Biden, 30 seconds because I want to bring other people into this.",0 days 00:08:08.000000000,0 days 00:00:03.000000000,0 days 01:00:05.000000000,first_2
08:11,Joe Biden,"I supported the ERA from the very beginning. I’m the guy that extended the Voting Rights Act for 25 years. We got to the place where we got 98 of the 98 votes in the United States Senate doing it. I’ve also argued very strongly that we, in fact, deal with the notion of denying people access to the ballot box. I agree that everybody wants … Anyway, my time is up. I’m sorry.",0 days 00:08:11.000000000,0 days 00:00:23.000000000,0 days 01:00:08.000000000,first_2
08:34,Chuck Todd,"Thank you, Vice President.",0 days 00:08:34.000000000,0 days 00:00:01.000000000,0 days 01:00:31.000000000,first_2
08:35,Marianne Williamson,All of these things have to do [crosstalk 00:08:36].,0 days 00:08:35.000000000,0 days 00:00:01.000000000,0 days 01:00:32.000000000,first_2
08:36,Chuck Todd,"Senator Sanders, Senator Sanders, I’m going to go to you on this. You said on the day you launched your campaign that voters should focus on what people stand for, not a candidate’s race or age or sexual orientation. Many Democrats are very excited by the diversity of this field, on this stage, and on last night’s stage, and the perspective that diversity brings to this contest and to these issues. Are you telling Democratic voters that diversity shouldn’t matter when they make this decision?",0 days 00:08:36.000000000,0 days 00:00:28.000000000,0 days 01:00:33.000000000,first_2
09:04,Bernie Sanders,"No. Absolutely not. Unlike the Republican party, we encourage diversity, we believe in diversity. That’s what America is about. In addition to diversity in terms of having more women, more people from the LGBT community, we also have to do something else.",0 days 00:09:04.000000000,0 days 00:00:21.000000000,0 days 01:01:01.000000000,first_2
09:25,Bernie Sanders,That is we have to ask ourselves a simple question. How come today the worker in the middle of our economy is making no more money than he or she made 45 years ago and that in the last 30 years the top 1% has seen a $21 trillion increase in their wealth.,0 days 00:09:25.000000000,0 days 00:00:23.000000000,0 days 01:01:22.000000000,first_2
09:48,Bernie Sanders,We need a party that is diverse but we need a party that has the guts to stand up to the powerful special interests who have so much power over the economic and political life of this country.,0 days 00:09:48.000000000,0 days 00:00:13.000000000,0 days 01:01:45.000000000,first_2
10:01,Chuck Todd,"Senator Gillibrand, I want to give you 30 seconds on this.",0 days 00:10:01.000000000,0 days 00:00:02.000000000,0 days 01:01:58.000000000,first_2
10:03,Kirsten Gillibrand,"Well, first of all, where Bernie left off we’ve heard a lot of good ideas on this stage tonight and a lot of plans. The truth is until you go to the root of the corruption the money in politics, the fact that Washington is run by the special interests, you are never going to solve any of these problems.",0 days 00:10:03.000000000,0 days 00:00:16.000000000,0 days 01:02:00.000000000,first_2
10:19,Kirsten Gillibrand,"I have the most comprehensive approach that experts agree is the most transformative plan to actually take on political corruption, to get money out of politics, through publicly- funded elections, to have clean elections.",0 days 00:10:19.000000000,0 days 00:00:13.000000000,0 days 01:02:16.000000000,first_2
10:32,Kirsten Gillibrand,"If we do that and get money out of politics we can guarantee healthcare as a right, not a privilege. We can deal with institutional racism, we can take on income inequality, and we can take on the corporate corruption that runs Washington.",0 days 00:10:32.000000000,0 days 00:00:12.000000000,0 days 01:02:29.000000000,first_2
10:44,Joe Biden,The first Constitutional amendment to do that was introduced by me when I was a young senator.,0 days 00:10:44.000000000,0 days 00:00:04.000000000,0 days 01:02:41.000000000,first_2
10:48,Chuck Todd,"Thank you, Vice President. We want to shift topics here. Senator Bennet, the next question is for you. On the issue of partisan gridlock, President Obama promised in 2012 that after his reelection Republicans would want to work with Democrats. The fever would break. That did not happen.",0 days 00:10:48.000000000,0 days 00:00:14.000000000,0 days 01:02:45.000000000,first_2
11:02,Chuck Todd,"Now Vice President Biden is saying the same thing, that if he is elected in 2020 both parties will want to work together. Should voters believe that somehow if there’s a Democratic president in 2021 that gridlock is going to magically disappear?",0 days 00:11:02.000000000,0 days 00:00:14.000000000,0 days 01:02:59.000000000,first_2
11:16,Michael Bennet,"Gridlock will not magically disappear as long as Mitch McConnell is there, first. Second, that’s why it is so important for us to win not just the presidency, to have somebody that can run in all 50 states, but to win the Senate as well.",0 days 00:11:16.000000000,0 days 00:00:19.000000000,0 days 01:03:13.000000000,first_2
11:35,Michael Bennet,"That’s why we have to propose policies that can be supported like Medicare so that we can build a broad coalition of Americans to overcome broken Washington, DC. I agree with what Senator Gillibrand was saying. I share a lot of her views.",0 days 00:11:35.000000000,0 days 00:00:14.000000000,0 days 01:03:32.000000000,first_2
11:49,Michael Bennet,We need to end gerrymandering. We need to end political gerrymandering in Washington. The court today said they couldn’t do anything about it. We need to overturn Citizens United. The court was the one that gave us Citizens United and the attack on voting rights in Shelby vs Holder is something we need to deal with.,0 days 00:11:49.000000000,0 days 00:00:20.000000000,0 days 01:03:46.000000000,first_2
12:09,Michael Bennet,"All of those things has happened since Vice President Biden was in the Senate. We face structural problems that we have to overcome with a broad coalition. It’s the only way we can do it. We need to root out the corruption in Washington, expand people’s right to get to the polls, and I think then we can succeed.",0 days 00:12:09.000000000,0 days 00:00:19.000000000,0 days 01:04:06.000000000,first_2
12:28,Chuck Todd,"Vice President Biden, 30 seconds. It does sound as if you haven’t seen what’s been happening in the United States Senate over the last 12 years. It didn’t happen. Why?",0 days 00:12:28.000000000,0 days 00:00:12.000000000,0 days 01:04:25.000000000,first_2
12:40,Joe Biden,I have seen what happened. Just since we were Vice President. We needed three votes to pass an $800 recovery act that kept us from going into a depression. I got three votes changed. We needed to be able to keep the government from shutting down and going bankrupt. I got Mitch McConnell to raise taxes $600 billion by raising the top rate.,0 days 00:12:40.000000000,0 days 00:00:22.000000000,0 days 01:04:37.000000000,first_2
13:02,Joe Biden,As recently as after President got elected I was able to put together a coalition of [inaudible 00:13:08] that billions of dollars go into cancer research bipartisan.,0 days 00:13:02.000000000,0 days 00:00:11.000000000,0 days 01:04:59.000000000,first_2
13:13,Joe Biden,"Sometimes you can’t do that. Sometimes you just have to go out and beat them. I went into 20 states, over 60 candidates, and guess what? We beat them. We won back the Senate.",0 days 00:13:13.000000000,0 days 00:00:09.000000000,0 days 01:05:10.000000000,first_2
13:22,Chuck Todd,Thank you.,0 days 00:13:22.000000000,0 days 00:00:01.000000000,0 days 01:05:19.000000000,first_2
13:23,Michael Bennet,"Chuck, the problem with what the Vice President …",0 days 00:13:23.000000000,0 days 00:00:01.000000000,0 days 01:05:20.000000000,first_2
13:24,Chuck Todd,30 seconds.,0 days 00:13:24.000000000,0 days 00:00:00.000000000,0 days 01:05:21.000000000,first_2
13:24,Michael Bennet,No. The problem …,0 days 00:13:24.000000000,0 days 00:00:00.000000000,0 days 01:05:21.000000000,first_2
13:24,Chuck Todd,30 seconds. Go ahead.,0 days 00:13:24.000000000,0 days 00:00:04.000000000,0 days 01:05:21.000000000,first_2
13:28,Michael Bennet,Sometimes you do have to beat them but the deal that he talked about with Mitch McConnell was a complete victory for the Tea Party. It extended the Bush tax cuts permanently. The Democratic party had been running against that for 10 years. We lost that economic argument because that deal extended almost all those Bush tax cuts permanently and put in place the mindless cuts that we still are dealing with today that are called the sequester. That was a great deal for Mitch McConnell. It was a terrible deal for America.,0 days 00:13:28.000000000,0 days 00:00:33.000000000,0 days 01:05:25.000000000,first_2
14:01,Kirsten Gillibrand,crosstalk 00:14:01].,0 days 00:14:01.000000000,0 days 00:00:00.000000000,0 days 01:05:58.000000000,first_2
14:01,Chuck Todd,"Thank you, Senator Bennet.",0 days 00:14:01.000000000,0 days 00:00:01.000000000,0 days 01:05:58.000000000,first_2
14:02,Kirsten Gillibrand,crosstalk 00:14:02].,0 days 00:14:02.000000000,0 days 00:00:03.000000000,0 days 01:05:59.000000000,first_2
14:05,Chuck Todd,Go ahead. 30 seconds.,0 days 00:14:05.000000000,0 days 00:00:00.000000000,0 days 01:06:02.000000000,first_2
14:05,Kirsten Gillibrand,You heard from the Republicans that the reason why the Trump tax cut had to be passed is because they had to pay back their donors. You heard it. They actually said those words.,0 days 00:14:05.000000000,0 days 00:00:08.000000000,0 days 01:06:02.000000000,first_2
14:13,Kirsten Gillibrand,"The corruption in Washington is real. It is something that makes every one of the plans we’ve heard about over the last several months impossible. I have the most comprehensive approach to do it with clean elections, publicly-funded elections.",0 days 00:14:13.000000000,0 days 00:00:13.000000000,0 days 01:06:10.000000000,first_2
14:26,Kirsten Gillibrand,We restore the power of our democracy into the hands of the voters. Not into the Koch brothers. We were talking about issues. We’re in Florida. Imagine the Parkland kids having as much power in our democracy as the Koch brothers or the NRA. Imagine their voices carrying farther and wider than anyone else because their voice is needed. [crosstalk 00:14:49].,0 days 00:14:26.000000000,0 days 00:00:23.000000000,0 days 01:06:23.000000000,first_2
14:49,Chuck Todd,"Senator Gillibrand, I’m trying to get everybody in here.",0 days 00:14:49.000000000,0 days 00:00:01.000000000,0 days 01:06:46.000000000,first_2
14:50,Kirsten Gillibrand,"As President, it’s the first thing I’m going to do because nothing else is possible, whether it’s education or healthcare or ending institutional racism.",0 days 00:14:50.000000000,0 days 00:00:08.000000000,0 days 01:06:47.000000000,first_2
14:58,Chuck Todd,Thank you very much.,0 days 00:14:58.000000000,0 days 00:00:00.000000000,0 days 01:06:55.000000000,first_2
14:58,Rachel Maddow,"Senator Sanders, I’d like to put a different question to you. Roe vs Wade has been the law of the land since 1973. Now that there is a conservative majority on the Supreme Court several Republican controlled states have passed laws to severely restrict or even ban abortion.",0 days 00:14:58.000000000,0 days 00:00:14.000000000,0 days 01:06:55.000000000,first_2
15:12,Rachel Maddow,One of those laws could very well make it to the Supreme Court during your presidency if you are elected president. What is your plan if Roe is struck down in the court while you’re president?,0 days 00:15:12.000000000,0 days 00:00:11.000000000,0 days 01:07:09.000000000,first_2
15:23,Bernie Sanders,"Well, my plan as somebody who believes for a start that a woman’s right to control her own body is a constitutional right that government and politicians should not infringe on that right. We will do everything we can to defend Roe vs Wade.",0 days 00:15:23.000000000,0 days 00:00:17.000000000,0 days 01:07:20.000000000,first_2
15:40,Bernie Sanders,"Second of all, let me make a promise here. You ask about a litmus test. My litmus test is I will never appoint, nominate, any justice to the Supreme Court unless that justice is 100% clear he or she will defend Roe v. Wade.",0 days 00:15:40.000000000,0 days 00:00:18.000000000,0 days 01:07:37.000000000,first_2
15:58,Bernie Sanders,"Third of all, I do not believe in packing the court. We got a terrible 5-4 majority conservative court right now. I do believe that constitutionally we have the power to rotate judges to other courts. That brings new blood into the Supreme Court and a majority I hope that will understand that a woman has the right to control her own body and that corporations cannot run [crosstalk 00:16:29].",0 days 00:15:58.000000000,0 days 00:00:31.000000000,0 days 01:07:55.000000000,first_2
16:29,Rachel Maddow,Hold on. I’m going to give you 10 additional seconds because the question is what if the court has already overturned Roe and Roe is gone? All of the things you just described would be to try to preserve Roe. If Roe is gone what could you do as president to preserve abortion rights?,0 days 00:16:29.000000000,0 days 00:00:15.000000000,0 days 01:08:26.000000000,first_2
16:44,Bernie Sanders,"Well, first of all, let me tell you this. It didn’t even come up yet but let’s taste this. Medicare For All guarantees every woman in this country the right to have an abortion if she wants it.",0 days 00:16:44.000000000,0 days 00:00:14.000000000,0 days 01:08:41.000000000,first_2
16:58,Rachel Maddow,"Thank you, Senator.",0 days 00:16:58.000000000,0 days 00:00:01.000000000,0 days 01:08:55.000000000,first_2
16:59,Kirsten Gillibrand,"Can I just address this for a second? I want to talk directly, directly, to America’s women and the men who love them. Women’s reproductive rights are under assault by President Trump and the Republican party. 30 states are trying to overturn Roe v Wade right now.",0 days 00:16:59.000000000,0 days 00:00:17.000000000,0 days 01:08:56.000000000,first_2
17:16,Kirsten Gillibrand,"It is mind-boggling to me that we are debating this on this stage in 2019 among Democrats whether women should have access to reproductive rights. I think we have to stop playing defense and start playing offense. Let me tell you one thing about politics because it goes to the corruption and the deal making. When the door is closed and the negotiations are made there are conversations about women’s rights and compromises have been made on our backs. That’s how we got to Hyde. That’s how the Hyde Amendment was created, a compromise by leaders of both parties.",0 days 00:17:16.000000000,0 days 00:00:31.000000000,0 days 01:09:13.000000000,first_2
17:47,Kirsten Gillibrand,"Then we have the ACA. During the ACA negotiation I had to fight like heck with other women to make sure that contraception wasn’t sold down the river or abortion services. What we need to know is … Imagine this one question. When we beat President Trump and Mitch McConnell walks into the Oval Office, God forbid, to do negotiations who do you want when that door closes to be sitting behind that desk to fight for women’s rights?",0 days 00:17:47.000000000,0 days 00:00:29.000000000,0 days 01:09:44.000000000,first_2
18:16,Kirsten Gillibrand,I have been the fiercest advocate for women’s reproductive freedom for over a decade. I promise you as president when that door closes I will guarantee women’s reproductive freedom no matter what.,0 days 00:18:16.000000000,0 days 00:00:10.000000000,0 days 01:10:13.000000000,first_2
18:26,Rachel Maddow,"Senator, thank you.",0 days 00:18:26.000000000,0 days 00:00:01.000000000,0 days 01:10:23.000000000,first_2
18:27,Chuck Todd,"Thank you. We’re moving to climate. We’re moving to climate, guys. Senator Harris, I’m addressing you first on this. You live in a state that has been hit by drought, wildfires, flooding. Climate change is a major concern for voters in your state. It’s pretty obvious. Obviously the state as well.",0 days 00:18:27.000000000,0 days 00:00:14.000000000,0 days 01:10:24.000000000,first_2
18:41,Chuck Todd,Last night voters heard many of the candidates weigh in on their proposals. Explain specifically what yours is.,0 days 00:18:41.000000000,0 days 00:00:07.000000000,0 days 01:10:38.000000000,first_2
18:48,Kamala Harris,"Well, first of all, I don’t even call it climate change. It’s the climate crisis. It represents an existential threat to us as a species. The fact that we have a President of the United States who has embraced science fiction over science fact would be to our collective peril.",0 days 00:18:48.000000000,0 days 00:00:15.000000000,0 days 01:10:45.000000000,first_2
19:03,Kamala Harris,I visited while the embers were smoldering the wildfires in California. I spoke with firefighters who were in the midst of fighting a fire while their own homes were burning.,0 days 00:19:03.000000000,0 days 00:00:13.000000000,0 days 01:11:00.000000000,first_2
19:16,Kamala Harris,On this issue it is a critical issue that is about what we must do to confront what is immediate and before us right now. That is why I support a Green New Deal. It is why I believe on day one and as president I will reenter us in the Paris Agreement because we have to take these issues seriously.,0 days 00:19:16.000000000,0 days 00:00:20.000000000,0 days 01:11:13.000000000,first_2
19:36,Kamala Harris,"Frankly, we have a President of the United States … We talked about, you asked before what is the greatest national security threat to the United States? It’s Donald Trump.",0 days 00:19:36.000000000,0 days 00:00:08.000000000,0 days 01:11:33.000000000,first_2
19:44,Kamala Harris,"I’m going to tell you why, I’m going to tell you why, because I agree climate change represents an existential threat. He denies the science. You want to talk about North Korea? A real threat in terms of nuclear arsenal but what does he do? He embraces Kim Jong-Un, a dictator for the sake of a photo op. Putin, you want …",0 days 00:19:44.000000000,0 days 00:00:16.000000000,0 days 01:11:41.000000000,first_2
20:00,Kamala Harris,a dictator for the sake of a photo op.,0 days 00:20:00.000000000,0 days 00:00:02.000000000,0 days 01:11:57.000000000,first_2
20:02,Chuck Todd,Thank-,0 days 00:20:02.000000000,0 days 00:00:00.000000000,0 days 01:11:59.000000000,first_2
20:02,Kamala Harris,Putin. You want to talk about Russia?,0 days 00:20:02.000000000,0 days 00:00:05.000000000,0 days 01:11:59.000000000,first_2
20:07,Chuck Todd,"Senator Harris, we’re going to do-",0 days 00:20:07.000000000,0 days 00:00:00.000000000,0 days 01:12:04.000000000,first_2
20:07,Kamala Harris,He takes the word of the Russian President-,0 days 00:20:07.000000000,0 days 00:00:00.000000000,0 days 01:12:04.000000000,first_2
20:07,Chuck Todd,I want to stick to climate.,0 days 00:20:07.000000000,0 days 00:00:00.000000000,0 days 01:12:04.000000000,first_2
20:07,Kamala Harris,Over the word of the American intelligence-,0 days 00:20:07.000000000,0 days 00:00:02.000000000,0 days 01:12:04.000000000,first_2
20:09,Chuck Todd,I want to stick to climate here.,0 days 00:20:09.000000000,0 days 00:00:01.000000000,0 days 01:12:06.000000000,first_2
20:10,Kamala Harris,Community when it comes to a threat to our democracy-,0 days 00:20:10.000000000,0 days 00:00:02.000000000,0 days 01:12:07.000000000,first_2
20:12,Chuck Todd,"Thank you, Senator.",0 days 00:20:12.000000000,0 days 00:00:00.000000000,0 days 01:12:09.000000000,first_2
20:12,Kamala Harris,And our elections.,0 days 00:20:12.000000000,0 days 00:00:01.000000000,0 days 01:12:09.000000000,first_2
