text,class_name
-that is crushing 43 million American-,OTHER
"Thank you, Senator Warren. You’re all going to get in on this by the way. Senator Sanders, do Democrats have any choice but to impeach President Trump? Please respond.",FOREIGN_POLICY
"I’ve served with LGBTQ service members both in training and deployed down range. I know that they would give their life for me and I would give my life for them. It is this commitment that I’ll carry through as president of the United States, recognizing that there are still people who are facing discrimination in the workplace. Still people who are unable to find a home for their families. It is this kind of discrimination that we need to address.",CIVIL_RIGHTS
"I’m also proud of this, and I think we need to talk more about this as Democrats. It is time to give people adequate mental healthcare in this country. And we are having, we are having some success in integrating mental health with physical health. There’s no reason we should distinguish between your physiological and your mental health. And the last thing we’re doing, I think it’s very instructive for the nation, we know we’re being eaten alive by pharmaceutical costs. We’ve had one of, if not the most innovate way to drive down pharmaceuticals for life-saving medications in the United States. That’s a record of Washington state I’d like to take to Washington DC.",HEALTHCARE
It’s part of Joe’s generation.,OTHER
I am determined to bring that day about.,OTHER
Who’s protecting Al-Qaeda right now in Saudi Arabia?,OTHER
"The Medicare-for-all bill requires payments to stay at current medicare rates. So to some extent we’re basically supporting a bill that will have every hospital closed. My dad was a union electrician, I actually grew up in a working class family. He loved the health care that the IBW gave him. I just always think about my dad at anything I would do, from a policy perspective. He’d look at me and he’d say, “Good job John, for getting healthcare for every American. But why are you taking my health care away?”",HEALTHCARE
-so that people can afford childcare instead of having to pay 20% of their income for it.,ECONOMY
Those are different questions.,OTHER
"Senator Sanders, do you want to respond to that?",OTHER
"Look, the old ways are no longer relevant. The scientists tell us we have 12 years before there is irreparable damage to this planet. This is a global issue. What the President of the United States should do is not deny the reality of climate change, but tell the rest of the world that instead of spending a trillion and a half dollars on weapons of destruction, let us get together for the common enemy, and that is to transform the world energy system away from fossil fuel to energy efficiency and sustainable energy.",ENVIRONMENT
"Thank you, Senator.",OTHER
But not for Michigan or the American people.,OTHER
"The middle class is not, is behind the eight ball. We have to make sure that they have an even shot. We have to eliminate significant number of these god-awful tax cuts that were given to the very wealthy. We have to invest in education. We have to invest in healthcare. We have to invest in those things that make a difference in the lives of middle class people so they can maintain their standard of living. That’s not being done, and the idea that we’re growing, we’re not growing. The wealthy, very wealthy are growing. Ordinary people are not growing. They are not happy with where they are, and that’s why we must change this presidency now.",HEALTHCARE
"Well look, first of all, I agree completely with Bernie about what the fundamental challenge we’re facing as a country is. 40 years of no economic growth for 90% of the American people, 160,000 families in the top 0.1% have the same wealth as the bottom 90%, and we’ve got the worst income inequality that we’ve had in 100 years.",ECONOMY
Medicare for All will fix that and that’s why I will fight for it.,HEALTHCARE
"We cannot wait to act. There’s an Ojibwe saying that great leaders make decisions, not for this generation, but seven generations from now. This president doesn’t keep his decisions for seven minutes. So what I think we need to do get back into the International Climate Change Agreement. I will do that on day one. On day two, bring back the clean power rules on day three, the gas mileage standards. I see the governor of California who has been working so hard to get those done, defied every step of the way by the Trump administration. And then introduced sweeping legislation to put a price on carbon and build a fridge to the next century, which means we must upgrade our buildings and our building standards.",ENVIRONMENT
"He held up aid to make sure that while at the same time innocent people in are getting killed by Russian soldiers. Secondly, I found out that Vladimir Putin doesn’t want me to be president. So I’ve learned a lot about these things early on from these hearings that are being held. But the bottom line is, I think we have to ask ourselves the honest question, who is most likely to do what needs to be done? Produce a democratic majority in the United States Senate, maintain the House, and beat Trump?",FOREIGN_POLICY
Mayor Buttigieg. Mayor Buttigieg. Your response.,OTHER
"Oh, no I did.",OTHER
"Congressman O’Rourke, thank you.",OTHER
"So we must defeat him. And then in turning the page, write the next chapter for our country. And that has to be written in a way that recognizes what wakes people up at three o’clock in the morning. And that is my agenda. The 3:00 AM agenda that is focused on getting folks the jobs they need, getting their children the education they need, making sure they have the healthcare they need, and the future they deserve. So please join me at kamalaharris.org and I thank you for your time.",HEALTHCARE
"Good evening.. Welcome to Texas. It’s great to be here at TSU, home of the Tigers. You know, on January 20th, 2021, at 12:01 PM, we’re going to have a Democratic president, a Democratic House, and a Democratic Senate. There will be life after Donald Trump. The truth is that our problems didn’t start just with Donald Trump, and we won’t solve them by embracing old ideas. We need a bold vision. Universal pre-K and universal health care. Unleashing millions of new jobs in the clean energy economy. A tax system that rewards people who have to work for a living.",ECONOMY
I have the data.,OTHER
"Senator Klobuchar, your response.",OTHER
"Thank you, Senator.",OTHER
-and we’re going to have to organize across this country.,OTHER
I need to respond.,OTHER
"Mrs. Williamson, 45 seconds for your closing statements.",OTHER
"I don’t. I think it’s important for us to fix our legal immigration system and look at the millions of undocumented immigrants in this country who have been suffering as they’ve been living in the shadows, and instead of putting a bandaid on this problem, fix our legal immigration system to provide them with that pathway to legal residency or citizenship so that they are no longer treated as second class citizens in this country.",IMMIGRATION
Congresswoman Gabbard your response?,OTHER
"Then in Texas this last year, traveling to every county not writing anybody off, not taking anyone for granted. At the end of the day, winning more votes than any Democrat had in the history of the state. Winning independence for the first time in decades, and winning nearly half a million Republicans and those 38 Electoral College votes in Texas are now in play. I can win them. That is how we defeat Donald Trump in November of 2020 and how we bring this divided country together again in January of 2021. Thank you.",REPUBLICANS
cannot make it a crime when someone comes here.,OTHER
"Yes, we must be unafraid in ensuring that we hold Russia accountable for invading the world’s greatest democracy, and being able to do it, thanks to Donald Trump, functionally, with impunity so far, so much so that they are invading this democracy right now, as we speak, still at the invitation of this President. So if there are not consequences, we will continue to see this problem going forward.",FOREIGN_POLICY
"Senator Sanders, at least 22 transgender people were killed in the United States this year. Most of them transgender women of color. Each of you have said you would push for the passage of the Equality Act, a comprehensive LGBTQ Civil Rights Bill. But if elected, what more would you do to stop violence against transgender people?",CIVIL_RIGHTS
Senator Klobuchar let’s bring you in here.,OTHER
"Let me say something else, because if there’s one thing we’ve learned about Afghanistan … from Afghanistan, it’s that the best way not to be caught up in endless war is to avoid starting one in the first place. And so when I am president, an authorization for the use of military force will have a built-in three-year sunset. Congress will be required to vote and a president will be required to go to Congress to seek an authorization. Because if our troops can summon the courage to go overseas, the least our members of Congress should be able to do is summon the courage to take a vote on whether they ought to be there.",FOREIGN_POLICY
"You asked earlier about China, it’s a complicated relationship. We have to hold China accountable. They steal our products, including our intellectual property. They dump substandard products into our economy. They need to be held accountable.",ECONOMY
"For decades we have kicked the can down the road on climate change. And now under Donald Trump we faced a looming catastrophe, but it is not too late. We have one last chance. And when you have one chance in life, you take it. Think about this, literally the survival of humanity on this planet in civilization as we know it is in the hands of the next president. And we have to have a leader who will do what is necessary to save us.",ENVIRONMENT
"Thank you, Senator.",OTHER
"Thank you. Governor Inslee, your response?",OTHER
"Where I disagree is on his solution on Medicare for All. You know, I have proposed getting to universal healthcare, which we need to do, it is a right. Healthcare is a right. We need to get to universal healthcare. I believe the way to do that is by finishing the work we started with Obamacare and creating a public option, that every family and every person in America can make a choice for their family about whether they want a public option, which for them would be like having Medicare for All, or whether they want to keep their private insurance.",HEALTHCARE
"So let’s be clear, whenever someone hears the term Medicare for All who want it, understand what that really means. It’s Medicare for All who can afford it, and that’s the problem we’ve got. Medicare for All is the gold standard. It is the way we get healthcare coverage for every single American, including the family whose child’s been diagnosed with cancer, including the person who’s just gotten an M.S. diagnosis. That’s how we make sure that everyone gets healthcare. We can pay for this, I’ve laid out the basic principles. Costs are going to go up for the wealthy, they’re going to go up for big corporations. They will not go up for middle class families and I will not sign a bill into law that raises their costs because costs are what people care about. I’ve been studying this for the biggest part of my life, why people go bankrupt.",HEALTHCARE
"I would just say, Hillary Clinton was winning in the polls, too. To take a snapshot in the polls today and apply it 16 months from now, or whenever it is, I don’t think is accurate. Now, in this discussion already tonight, we’ve talked about taking private health insurance away from union members in the Industrial Midwest, we’ve talked about decriminalizing the border and we’ve talked about giving free healthcare to undocumented workers when so many Americans are struggling to pay for their healthcare.",HEALTHCARE
"Thank you, Mayor. Senator, your response.",OTHER
"Dana this goes to the last question you asked as well, which is how are we going to remain competitive? It’s not just about trade, which we were talking about earlier. It’s about whether we’re going to invest in this country anymore. Since 2001 we have cut five trillion dollars worth of taxes. Almost all of that has gone to the wealthiest people in America. We have made the income inequality worse, not better, through the policies of the federal government. We’ve spent 5.6 trillion dollars in the Middle East. That’s 12 or 13 trillion dollars that, from the point of view of driving the economy in Michigan or anywhere else in America, we might as well just have lit that money on fire. We’ve got to stop doing that. And we need to invest in America again. For the money that we’ve spent, that I just described, we could have fixed every road and bridge in this country. We could have fixed every airport that needs to be fixed. We could have fixed, not just Flint, but every-",ECONOMY
"That’s right, so for those who’s not working they can choose medicare. For the –",HEALTHCARE
"And you ask the question about leverage, if I can just respond to that one. The leverage, are you kidding? Everybody wants access to the American market. That means that we have the capacity to say right here in America, “You want to come sell goods to American consumers? Then you’ve got to raise your standards. You’ve got to raise your labor standards and you’ve got to raise your environmental standards so our companies can compete on a level playing field.” We can use trade not to undermine American workers and not to undermine American farms and not to undermine small businesses in this country. We can use trade to help build a stronger economy.",ECONOMY
They’re able to keep them.,OTHER
we legalize it on a federal level-,OTHER
You’re going to be the government. Will you buy them back?,OTHER
"Well, first of all, I don’t even call it climate change. It’s the climate crisis. It represents an existential threat to us as a species. The fact that we have a President of the United States who has embraced science fiction over science fact would be to our collective peril.",ENVIRONMENT
"First of all, I want to say no. Actually, I want to translate that into Spanish: No. Look, let’s just be clear, the factory farming going on that’s assaulting this corporate consolidation of the agriculture industry, one of the reasons why I have a bill to put a moratorium on this kind of corporate consolidation is because this factory farming is destroying and hurting our environment. And you see independent family farmers being pushed out of business because of the kind of incentives we are giving that don’t line up with our values. That’s what I’m calling for.",ECONOMY
"Mayor Buttigieg, your response?",OTHER
"Well, first of all, let me say that when I came back from law school I had a job with a big time law firm. I left and became a public defender because my state was under siege. When Dr. King was assassinated we were occupied by the National Guard for 10 months. I’ve been involved from the beginning. As a young councilman I introduced legislation to try to keep them putting a sewer plant in a poor neighborhood. I made sure that we dealt with redlining. Banks should have to lend where they operate, etc. The fact of the matter is that what’s happened is that we’re in a situation now where there are so many people who are in jail and shouldn’t be in jail. The whole means by which this should change is the whole model has to change. We should be talking about rehabilitation. Nobody should be in jail for a non-violent crime. When we were in the White House we released 36000 people from the federal prison system. Nobody should be in jail for a drug problem.",EDUCATION
"Thank you, Lindsey. I want to turn to the deadly mass shootings here in this country, and of course we are all mindful tonight of where we stand. We are here in Texas tonight where 29 people have lost their lives in just the last month along. El Paso, which we’ve discussed, and Odessa, and I know there are survivors from El Paso right here in the hall tonight. Vice President Biden, I do want to direct this to you because we all remember Sandy Hook. 26 people died in that school, 20 of them children. Those first graders would be in eighth grade today. At the time there was a groundswell in this country to get something done. President Obama asked you to lead the push for gun control. You have often pointed to your ability to reach across the aisle to get things done, but four months after Sandy Hook a measure to require expanded background checks died on the senate floor. If you couldn’t get it done after Sandy Hook, why should voters give you another chance?",GUN_CONTROL
I will be a president for every American.,OTHER
"Well, first of all, let me say this. Senator Sanders is right. There have been 40 years where corporations have bought this government, and those 40 years have meant a 40-year attack on the rights of working people, and specifically on organized labor. The results are as shameful as Senator Sanders says, both in terms of assets and in terms of income. It’s absolutely wrong. It’s absolutely undemocratic and unfair. I was one of the first people on this stage to propose a wealth tax. I would undo every Republican tax cut for rich people and major corporations.",ECONOMY
"Thank you, congressmen.",OTHER
"We have helicopters, we have security cameras.",OTHER
"Thank you, Governor.",OTHER
"We have a government that works for those at the top and not for anyone else. I have the biggest anti corruption plan since Watergate. It involves ending lobbying as we know it, blocking the revolving door between industry and Washington, making everyone who runs for federal office put their tax returns online. We have to have the courage not to make just individual changes, not to fight for little pieces. We want to make real progress on climate, then we have to start by attacking the corruption that gives the oil industry and other fossil fuel industries a stranglehold over this country.",GOVERNMENT_REFORM
Thank you for your input.,OTHER
"First of all, we’ve got to recognize that the China challenge really is a serious one. This is not something to dismiss or wave away. And if you look at what China is doing, they’re using technology for the perfection of dictatorship. But their fundamental economic model isn’t going to change because of some tariffs.",ECONOMY
He addressed me directly.,OTHER
"When it comes to foreign policy, I think we need to keep our promises and keep our threats. And this president has done neither. And a country like China, they’re leaders, they watch that and they know. He has stood with dictators over innocents. He has stood with tyrants over free leaders. He does it all the time. And I have a little different take than some of my colleagues when it comes to what happened at that conference with NATO. Yeah, they were making fun of him, some of the foreign leaders. I’ve heard senators make more fun of other senators than that. The point of it was that he couldn’t even tolerate it. He is so thin skinned that he walked, he quit. America doesn’t quit.",FOREIGN_POLICY
We can do this as a nation.,OTHER
Thank you Senator Klobuchar. Mr. Yang-,OTHER
"I’ve taken this fight directly to his backyard in Michigan, and Ohio, and Pennsylvania, and I’ll go to all the places in this country. I will fight for your family. Doesn’t matter who you are. It doesn’t matter where you live. It doesn’t matter who you love because that’s my responsibility. And I’ve done this before. I started out in a two to one Republican district. I won it twice. I’ve never lost an election since.",REPUBLICANS
"He said it, okay. Sorry.",OTHER
"foreign language 00:38:54]. We would not turn back Valeria and her father Oscar, we would accept them into this country and follow our own asylum laws. We would not build walls, we would not put kids in cages. In fact, we would spare no expense to reunite the families that have been separated already, –",IMMIGRATION
"I think there are a number of options. I think as Mayor Buttigieg said there are many different ways. People are talking about different options. I think we may have to talk about them. But on Roe versus Wade can we just pause for a minute here. I lived in an America where abortion was illegal. Rich women still got abortions because they could travel, they could go to places where it was legal. What we’re talking about now is that the people who are denied access to abortion are the poor, are the young, are 14 year olds who were molested by a family member. We now have support across this country. Three out of four Americans believe in the rule of Roe versus Wade. When you’ve got three out of four Americans supporting it we should be able to get that passed through Congress.",CIVIL_RIGHTS
"I want to add one more part on this because I think we have to look at all the pieces. Why do we have a crisis at the border? In no small part because we have withdrawn help from people in Central America who are suffering. We need to restore that help, we need to help establish and reestablish the rule of law so that people don’t feel like they have to flee for their lives. We have a crisis that Donald Trump has created and hopes to profit from politically. We have to have the courage to stand up and fight back.",IMMIGRATION
"We’re going to talk about it but not right now because we’re going against the clock. Tankers have been attacked, the US drone has been shot down, there have been disturbing threats issued by both the US and Iranian leadership. I’d like if you can just for a moment to put aside how you think we may have gotten here, but what I want to know is how to get dial it back. So a show of hands, who’s president would sign onto the 2015 nuclear deal as it was originally negotiated? Well, Corey Booker, Senator Booker, why not?",FOREIGN_POLICY
… why it is that we have had laws on the book-,OTHER
And I’m white as well.,OTHER
"So, that was the Trans-Pacific partnership. I think President Obama was right. He did include environmental standards. He did include labor standards. We would be in an entirely different position with China if we had entered the Trans-Pacific partnership.",ENVIRONMENT
"Thank you, Governor. I want to go to Congressman Ryan, and I want to turn to the subject of North Korea, which just hours ago launched two short-range ballistic missiles for the second time in less than a week. Congressman, you’ve said that you would not meet with North Korean dictator Kim Jong-un unless you were at least close to a deal. Now, Senator Klobuchar says that she would “always be willing to meet with leaders to discuss policies.” Is that view wrong?",FOREIGN_POLICY
"crosstalk 01:37:53] times up, finish up in 10 seconds.",OTHER
"You have some, Governor Bullock, who said that we will improve the Affordable Care Act at the margins with a public option. You have others to my right who are talking about taking away people’s choice for the private insurance they have or members of unions. I was listening to D. Taylor in Nevada. His members want to healthcare that they fought for.",HEALTHCARE
"Well Tim, at a time when we’re spending twice as much per capita on healthcare as any other nation. When 87 million people are uninsured or under insured. When 30,000 people are dying each year because they don’t get to a doctor when they should and what a half a million people are going bankrupt because of the dysfunctional and cruel system that we currently have. You know what? I think we will pass a Medicare for all, single payer system.",HEALTHCARE
"We don’t want to see any of our friends or neighbors not get covered by healthcare. We’re willing to get out there for the things we believe in. Look, people across this country, whether they’re Democrats, independents, or Republicans, they know what’s broken. They know that we have an America that’s working better and better and better for a thinner and thinner and thinner slice at the top and leaving everyone else behind. People across this country, regardless of party, are ready to say no more. We want an America that works for everyone. 2020 is our moment in history. It is a deep honor to be here, to be in this fight. I know what’s broken, I know how to fix it and we are building a grassroots movement to get it done. That includes everyone.",HEALTHCARE
I’ve done the math. It doesn’t add up.,OTHER
"If we disinvest in our own infrastructure, education, we are never going to be able to compete. And if we really want to be an alternative, a democratic alternative, we actually have to demonstrate that we care about democratic values at home and around the world.",EDUCATION
"Thank you. Donald Trump and warmongering politicians in Washington have failed us. They continue to escalate tensions with other nuclear-armed countries like Russia, and China, and North Korea, starting a new Cold War, pushing us closer and closer to the brink of nuclear catastrophe. Now as we stand here tonight, there are thousands of nuclear missiles pointed at us. And if we were to get an attack right here tonight, you would have 30 minutes, 30 minutes before we were hit.",FOREIGN_POLICY
"I just keep thinking of how close we are to finally getting something done on this. I’m looking at the Mayor of Dayton. I met one of those survivors from that shooting. 30 seconds, nine people killed. The public is with us on this in a big way. The majority of Trump voters want to see universal background checks right now. The majority of hunters want to see us move forward with gun safety legislation. There are three bills right now on Mitch McConnell’s desk. The background check bill. My bill to close the boyfriend loophole so domestic abusers don’t get guns. The bill to make it easier for police to vet people before they get a gun. That’s what we should be focusing on. And I just don’t want to screw this up. When I’m president, I do want to bring in an assault weapon ban and I do want to put a limitation on magazines so what happened in Dayton, Ohio will never happen again, but let’s not mess this up with this fight.",GUN_CONTROL
"As weapons. We already started talking about that. We tried to get it done. I think it can be done and it should be demanded that we do it, and that’s a good expenditure of money. And lastly, we should have smart guns. No gun should be able to be sold unless your biometric measure could pull that trigger. It’s within our right to do that, we can do that. Our enemy is the gun manufacturers, not the NRA. The gun manufacturers.",GUN_CONTROL
"This election is not about any of us up here. It is not about this President, even though it’s hard to talk of anything else some days. It’s about the people who trust us with their lives. A kid wondering if we’re actually going to make their schools safe when they’ve learned active shooter drills before they’ve learned to read, a generation wondering whether we will actually get the job done on climate change. If we hold to that, then it doesn’t matter what happens to each of us professionally. Together we will win a better era for our country.",ENVIRONMENT
"Oh, first of all, this is personal. You can imagine, I grew up in Hawaii, which is the most remote island chain in the world. So for us growing up there, protecting our environment was not a political issue., it’s a way of life. It’s part of our culture. It’s part of who we are. This is why as a member of congress long before there was ever a Green New Deal, I introduced the most ambitious climate change legislation ever in Congress called the Off Fossil Fuels Act. That actually laid out an actionable plan to take us from where we are today, to transition off of fossil fuels and invest in green renewable energy. Invest in workforce training, invest in the kinds of infrastructure that we need to deal with the problems and the challenges that climate is posing to us today.",ENVIRONMENT
… while we have time to do what’s right.,OTHER
"We have to not rebuild to the standard that existed before when we talk about when we come in and help people. We have to rebuild the standard that exists today. For example, we shouldn’t build another new highway in America that doesn’t have charging stations on it. We have an opportunity to put 550,000 charging stations so that we own the electric vehicle market, creating millions of jobs for people and installing them as well as making sure that we own the electric vehicle market. There’s so many things we can do and we have to make sure we explain it to those people who are displaced, that their skills are going to be needed for the new opportunities.",ECONOMY
"I’ve seen politicians in Washington saying the right thing about climate change for as long as I’ve been alive. All these plans we have to get carbon neutral by 2050, and I think most or all of us have one. Their impact is multiplied by zero unless something actually gets done.",ENVIRONMENT
"Thank you, Congressman. Thank you, Congressman.",OTHER
"This is not about leadership. This is why when I talk about things like gun licensing and point out the differences between us, I’m not attacking people or their character or their courage on these issues. We all have courage, but it’s frustrating that when the American people, 77% of Americans agree on licensing. We don’t need leadership right now. We just need folks who are going to stand up and follow where the people already are, because there are millions of Americans where this is a daily nightmare, where we’re surrendering our freedoms-",GUN_CONTROL
"Thank you. For the last three years, we’ve watched Donald Trump pit working people against each other, black versus white, citizen versus immigrant, and why? So that the wealthy and the powerful he represents can hold the American dream hostage from everyone else. We can’t let them get away with it. If we’re going to beat Donald Trump, this has to be a party that stands for something.",IMMIGRATION
"Senator Warren is correct. We have led by, not the example of our power, but the power of our example. And the example we’re demonstrating now is horrible. It’s hurting us badly.",FOREIGN_POLICY
"Mrs. Williamson, thank you.",OTHER
That was the TPP.,OTHER
"If I’m President of the United States it is a holistic solution to education. From raising teachers’ salary, fully funded special education, but combating the issues of poverty, combating the issues of racial segregation, combating the issues of a criminal justice system that takes-",EDUCATION
The Supreme Court upheld the revised version of –,OTHER
"I’m more than happy to answer your question, but I wanted to pick up on what Kamala and Cory and others have said. Let’s take a deep breath, take a look at this opioid epidemic. You have the executive CEOs of major pharmaceutical companies making tens of millions of dollars a year, and in this particular case with the opioids, they knew that they were selling a product to communities all over this country which were addicting people and killing them. Last year, the top 10 drug companies made $69 billion in profit. This is what unfettered capitalism is doing to this country, and it’s not just the drug companies. Right now, the CEOs in the fossil fuel industry know full well that their product is destroying this world, and they continue to make huge profits.",HEALTHCARE
"So in my background as Attorney General of California, I took on the big banks who preyed on the homeowners, many of whom lost their homes and will never be able to buy another. I’ve taken on the for profit colleges who preyed on students, put them out of business. I’ve preyed on transnational criminal organizations that have preyed on women and children. And I will tell you, we have a predator living in the White House.",ECONOMY
"Thank you, Governor.",OTHER
"Thank you. Thank you, Governor Inslee. Mr. Yang, I want to bring you in. You support a Medicare for All system. How do you respond to Governor Inslee?",HEALTHCARE
"Congressman Ryan, president Trump… and you just referred to him, promised that manufacturing jobs were all coming back to places like your home state of Ohio. Can you make that same promise?",ECONOMY
"Congressman, not at all. It took us decades and false starts to get the Affordable Care Act. So, let’s actually build on a public option allowing anyone to buy in. We pay more for prescription drugs than any place actually in the world. We’ve got nothing to show for it. Negotiate prescription drug prices, end surprise medical billing. That’s the way that we can get there without disrupting the lives of 160-million people that like their employer-sponsored health insurance.",HEALTHCARE
"Well, there was a failure of states to integrate public schools in America. I was part of the second class to integrate Berkeley, California public schools almost two decades after Brown v. Board of Education.",EDUCATION
"I’m going to tell you why, I’m going to tell you why, because I agree climate change represents an existential threat. He denies the science. You want to talk about North Korea? A real threat in terms of nuclear arsenal but what does he do? He embraces Kim Jong-Un, a dictator for the sake of a photo op. Putin, you want …",ENVIRONMENT
"Thank you, Mayor Buttigieg.",OTHER
"Thank you, congresswoman. I want to bring in Mr. Steyer on this. You’ve made climate change a central point of your political career to this issue of making change, changes that last. Making changes that are permanent. Could you address that, sir?",ENVIRONMENT
"Vice President Biden, you’ve suggested in your campaign that if you defeat President Trump, Republicans will start working with Democrats again. But right now Republicans in Congress, including some of whom you’ve worked with for decades, are demanding investigations, not only of you but also of your son. How would you get those same Republicans to work with you?",REPUBLICANS
"Thank you, George. Everything that I’ve learned about resilience, I’ve learned from my hometown of El Paso, Texas. In the face of this act of terror that was directed at our community in large part by the President of the United States that killed 22 people and injured many more, we were not defeated by that nor were we defined by that. The very thing that drew that killer to us is the very thing that helps us set the example for the rest of this country. We don’t see our differences as disqualifying or dangerous. We see them as foundational to our success, to our strength and to our security and to our safety.",FOREIGN_POLICY
"Here’s how we had that conversation in Texas. I shared with them what I learned from those students who survived the Santa Fe High School shooting, a young student named Bree. Her friend Marcel who survived another shooting, the mother of a victim who lost her life, Rhonda Hart, they talked about universal background checks where you close every loophole, we know that they save lives, talks about ending the sales of assault weapons into our communities. Those weapons of war were designed to kill people as effectively and as efficiently as possible, they should belong on the battlefield and not in our communities.",GUN_CONTROL
"I’d like to respond. First of all, the cost of doing nothing is far too expensive. Second, we are now paying $3 trillion a year for healthcare in America. Over the next 10 years, it’s probably going to be $6 trillion. We must act. My plan is about immediately allowing people to sign up and get into coverage. Right now in America, we have seniors who everyday, millions of seniors are going into the Medicare system and they are getting full coverage and the kind of coverage they need. All people should have access to healthcare and and costs should not be-",HEALTHCARE
"Thank you, Vice President.",OTHER
And we have to lead the world-,OTHER
We are on a march together.,OTHER
"I want to bring in Congresswoman Gabbard, Congresswoman Gabbard, you took issue with Senator Harris confronting Vice President Biden at the last debate. You called it a, quote, false accusation that Joe Biden is a racist. What’s your response?",CIVIL_RIGHTS
"Because it makes the world safer. The United States is not going to use nuclear weapons preemptively, and we need to say so to the entire world. It reduces the likelihood that someone miscalculate, someone misunderstands.",GUN_CONTROL
"Thank you, George.",OTHER
"Well, one of the worst things about President Trump that he’s done to this country, is he has torn apart the moral fabric of who we are. When he started separating children at the border, from their parents, the fact that seven children have died at his custody, the fact that dozens of children have been separated from their parents, and they have no plan to reunite them. So I would do a few things. First I would fight for comprehensive immigration reform with a pathway to citizenship. Second, I would reform how we treat asylum seekers at the border. I would have a community based treatment center where you’re doing it within the communities, where asylum seekers are given lawyers, where there’s real immigration judges, not employees of the attorney general, but appointed for life, and have a community based system.",IMMIGRATION
Who’s offering a false choice here?,OTHER
"Thank you. We want to turn back to domestic issues, in the epidemic of gun violence in this country. We’re less than 100 miles from Dayton, Ohio, where two months ago, a gunman killed nine people using an AR-15 style weapon with a high capacity magazine. Congressman O’Rourke, in the last debate you said, “Hell yes, we’re going to take your AR-15, your AK-47.” But when you were asked how you’d enforce a mandatory buyback, you said police wouldn’t be going door to door. So how exactly are you going to force people to give up their weapons? You don’t even know who has those weapons.",GUN_CONTROL
"Thank you. Senator Warren, is Mr. Yang wrong? Your response, please.",FOREIGN_POLICY
"But when you have folks… Deproliferation, reducing that. But at the same time, when you actually have Korea, when you have others, I don’t want to turn around and say, “Well, Detroit has to be gone before we would ever use that” when so many crazy folks are getting closer to having nuclear weapon. I don’t want them to think, “I could strike this country” and I and we as the United States of America wouldn’t do a thing. Part of the strength really is the ability to deter.",GUN_CONTROL
"Pete, eight out of 10 Latinos in Texas in another mass shooting targeting them. This is according to a new television post. President Trump has called Mexican immigrants, rapists and killers, tried to ban Muslims from entering the country and separated children from their parents. His supporters kept chanting, build a wall and send her back. Do you think that people who support president Trump and his immigration policies are racist?",IMMIGRATION
"Yeah. Thank you. Listen, I’m grateful that we all agree about the urgency of this challenge, and the fact that Donald Trump is undermining the limited protections that we have right now. But I also think we’re being offered a false choice between those who propose an all-or-nothing gambit, forcing 10s of millions off of insurance that they like, that works for them, to force them onto Medicare, and others who want to, as the Vice President does, incrementally improve what we have, which will still leave many, maybe millions, uninsured and uncared for in a state like Texas where the largest provider of mental healthcare services is the county jail system. We’ve got to do better. In my proposal, Medicare for America, say everyone who’s uninsured will be enrolled in Medicare. Everyone who’s insufficiently insured, cannot afford it, can move over to Medicare, and those like members of unions, who fought for the healthcare plans that work for them and their families, are able to keep them. That is the best possible path forward.",HEALTHCARE
"President Trump is hellbent on starting a war with Iran. My first act will be to engage Iran to stabilize the Middle East and make sure we do not start and unwanted, never-ending war.",FOREIGN_POLICY
"Senator Gillibrand, thank you.",OTHER
"I have a different plan than Elizabeth Warren. I have a different plan than many people on this stage. It involves, again, fair taxes for the richest. We have a lot of work to do there, but we’ve had 20 years of presidential debates and we have never talked about the violence in America of child poverty. We have got to begin to talk more eloquently and more persuasively and urgently about doing the things not just to make sure a fair taxes are paid by people on the top, but that we deal with the moral obscenity of having the highest levels of child poverty in the industrial world. My plan will focus on that, and these are some of the issues we should be talking about, not defining ourselves just by what we’re against, but we need to win this election by talking about who and what we are for.",FOREIGN_POLICY
you move us to single payer more quickly.,OTHER
"Thank you. Mr. Vice President. Secretary Castro, the vast majority of homicides committed with a gun in this country are from hand guns, not assault style weapons. What’s your plan to prevent those deaths?",GUN_CONTROL
"Thank you Senator. Mr. Vice President, I want to come to you, and talk to you about inequality in schools, and race. In a conversation about how to deal with segregation in schools back in 1975 you told a reporter, “I don’t feel responsible for the sins of my father and grandfather. I feel responsible for what the situation is today, for the sins of my own generation. I’ll be damned if I feel responsible to pay for what happened 300 years ago.” You said that some 40 years ago, but as you stand here tonight, what responsibility do you think that Americans need to take to repair the legacy of slavery in our country?",EDUCATION
I think that all domestic and international policies should be based on the idea that anything we do to help people thrive is a stimulation to our economy. That’s how you stimulate your economy. So if a few people take advantage but there are four or five people who are going to take the money that they then have in the bank…,ECONOMY
There is no military solution-,OTHER
"Please respond, Governor Bullock.",OTHER
"Thank you, Senator.",OTHER
"I live in the industrial Midwest. Folks who aren’t in the shadow of a factory, or somewhere near a soy field where I live. And manufacturers, and especially soy farmers, are hurting. Tariffs are taxes, and Americans are going to pay on average 800 dollars more a year, because of these tariffs.",ECONOMY
… so in school we’re going to teach you how to hide.” There are more duck-and-cover drills and shelter-in-place drills in America now than fire drills.,EDUCATION
The future of the planet rests on us doing that.,OTHER
"It’s not one country. I think it is rebuilding trust in the United Nations, and understand that we can solve conflicts without war, but with diplomacy.",FOREIGN_POLICY
that cannot be allowed to continue.,OTHER
